DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIR - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs 
20040914,8206,7530,1020,819,-201,1720,1570,-150,,42,919
20040915,8603,7760,1020,884,-136,1750,1680,-70,,66,812
20040916,7262,7540,1000,878,-122,1670,1770,100,,47,823
20040917,7437,7380,1100,933,-167,1630,1820,190,,55,798
20040918,10018,6950,1050,936,-114,1880,1570,-310,,59,
20040919,9336,6500,1259,656,-603,1650,1190,-460,,86,
20040920,7602,7570,1150,769,-381,1670,1170,-500,,89,891
20040921,8023,9370,980,803,-177,1150,1190,40,,98,891
20040922,9002,8860,1020,842,-178,1310,1210,-100,,87,878
20040923,9049,7650,900,832,-68,1360,1290,-70,,92,836
20040924,7024,7550,940,781,-159,1340,1380,40,,61,814
20040925,10177,6880,875,731,-144,1260,1310,50,,67,855
20040926,9122,7140,820,593,-227,1270,1040,-230,,66,862
20040927,9193,7420,900,701,-199,1290,1260,-30,,51,407
20040928,9216,8100,900,753,-147,1150,1350,200,,74,688
20040929,9969,7870,860,915,55,1380,1430,50,,56,699
20040930,8998,7680,910,794,-116,1360,1280,-80,,68,612
20041001,8559,7470,1020,890,-130,1260,1270,10,,75,628
20041002,8995,8020,920,888,-32,1270,1180,-90,,75,628
20041003,9545,6600,924,795,-129,1180,1070,-110,,107,620
20041004,9515,7440,750,836,86,1000,1410,410,,82,614
20041005,9446,7270,750,736,-14,750,1360,610,,104,624
20041006,9481,7740,920,834,-86,1100,1320,220,,83,621
20041007,6981,7790,924,834,-90,1100,1220,120,,58,587
20041008,7526,7500,830,753,-77,1120,1230,110,,42,563
20041009,9192,7210,900,731,-169,1020,1370,350,,45,692
20041010,8973,6720,650,609,-41,980,1110,130,,58,688
20041011,8485,7130,640,711,71,820,1180,360,,80,730
20041012,8103,7730,650,718,68,730,1000,270,,93,673
20041013,7003,7650,700,720,20,940,1080,140,,49,634
20041014,6824,7500,700,757,57,910,1100,190,,81,664
20041015,7287,7070,550,812,262,890,1030,140,,72,670
20041016,7007,6260,560,763,203,940,1000,60,,59,683
20041017,7280,6330,650,667,17,920,929,9,,54,684
20041018,8002,6570,690,664,-26,970,1130,160,,55,631
20041019,7472,6620,600,650,50,800,1220,420,,51,617
20041020,6985,6440,450,644,194,960,1140,180,,58,643
20041021,4998,6580,475,380,-95,900,434,-466,,95,683
20041022,5018,6860,475,220,-255,880,308,-572,,26,667
20041023,5993,6750,450,224,-226,1080,295,-785,,36,717
20041024,5490,5640,450,227,-223,900,336,-564,,54,675
20041025,2968,5750,460,227,-233,1100,355,-745,,57,611
20041026,4665,6380,400,217,-183,840,324,-516,,44,594
20041027,4581,5260,670,218,-452,810,283,-527,,49,590
20041028,3184,4290,660,144,-516,920,227,-693,,22,596
20041029,4621,4840,0,182,182,1000,299,-701,,26,550
20041030,3903,5180,0,163,163,930,291,-639,,50,591
20041031,3717,4640,0,152,152,910,300,-610,,40,632
20041101,3517,5020,450,148,-302,800,432,-368,,31,582
20041102,4492,4820,475,147,-328,800,501,-299,,8,558
20041103,6863,4810,475,174,-301,900,631,-269,,43,565
20041104,4007,4810,450,192,-258,870,717,-153,,48,574
20041105,4564,4920,450,300,-150,840,687,-153,,62,545
20041106,4982,5080,460,345,-115,840,678,-162,,50,593
20041107,4969,4400,400,337,-63,800,463,-337,,36,555
20041108,5815,4920,524,156,-368,900,616,-284,,33,578
20041109,5700,4960,500,98,-402,610,697,87,,39,569
20041110,5002,5240,450,76,-374,640,829,189,,43,562
20041111,3999,5540,475,75,-400,660,822,162,,43,555
20041112,4002,5260,475,76,-399,730,816,86,,61,563
20041113,4996,5070,450,79,-371,700,635,-65,,63,581
20041114,5766,4690,450,63,-387,800,483,-317,,46,605
20041115,7489,5380,460,110,-350,740,671,-69,,45,561
20041116,8471,5750,400,68,-332,690,716,26,,45,561
20041117,7200,5890,450,149,-301,880,820,-60,,49,548
20041118,4447,6260,475,142,-333,1020,875,-145,,42,581
20041119,4498,6440,475,138,-337,940,874,-66,,89,603
20041120,5982,5730,450,164,-286,480,697,217,,79,557
20041121,4463,5140,450,155,-295,780,491,-289,,69,550
20041122,2940,5380,460,101,-359,750,425,-325,,65,552
20041123,2288,5300,400,99,-301,570,434,-136,,71,507
20041124,2162,4380,400,97,-303,660,427,-233,,62,537
20041125,2888,3450,420,93,-327,920,331,-589,,65,477
20041126,3482,3420,575,93,-482,820,351,-469,,56,418
20041127,3996,3420,555,80,-475,840,462,-378,,74,546
20041128,4825,4160,312,74,-238,720,404,-316,,67,486
20041129,4476,4080,359,68,-291,220,487,267,,52,512
20041130,5969,4720,172,156,-16,310,670,360,,60,512
20041201,6182,5280,450,175,-275,390,764,374,,59,469
20041202,4798,5900,475,189,-286,290,732,442,,85,487
20041203,4000,5360,475,322,-153,350,760,410,,77,500
20041204,6094,5100,450,346,-104,280,777,497,,53,468
20041205,4989,4390,450,339,-111,260,610,350,,72,574
20041206,3000,4020,460,275,-185,320,447,127,,67,568
20041207,2272,5040,400,280,-120,240,473,233,,60,541
20041208,2282,4800,450,167,-283,480,482,2,,67,541
20041209,2180,4010,475,127,-348,430,391,-39,,69,489
20041210,2032,3450,475,155,-320,510,371,-139,,38,527
20041211,2048,3240,450,186,-264,610,316,-294,,53,502
20041212,2927,3380,450,159,-291,630,344,-286,,62,512
20041213,3483,3530,460,136,-324,550,466,-84,,55,485
20041214,3244,3460,400,165,-235,550,580,30,,56,483
20041215,3003,3490,700,176,-524,760,490,-270,,73,463
20041216,2984,3380,900,229,-671,850,434,-416,,58,462
20041217,3953,3530,925,390,-535,860,551,-309,,51,435
20041218,4769,3660,980,390,-590,920,590,-330,,69,449
20041219,5826,3570,0,390,390,0,535,535,,78,446
20041220,6827,4540,0,390,390,0,797,797,,55,455
20041221,6615,4990,0,390,390,0,1020,1020,,54,465
20041222,2048,5150,400,640,240,565,1060,495,,61,468
20041223,2410,5250,300,324,24,350,980,630,,71,496
20041224,5004,3900,750,340,-410,960,607,-353,,58,495
20041225,5014,2930,900,214,-686,1350,344,-1006,,38,486
20041226,3449,3300,930,403,-527,1280,592,-688,,28,460
20041227,3963,4190,775,519,-256,960,1140,180,,68,442
20041228,3492,4240,640,560,-80,0,1300,1300,,72,502
20041229,5590,3960,460,561,101,0,942,942,,43,497
20041230,3036,3880,300,379,79,0,555,555,,96,489
20041231,1995,3170,440,317,-123,0,0,0,,194,610
20050101,5504,3460,850,90,-760,0,0,0,,76,681
20050102,4493,3870,850,0,-850,0,0,0,,31,523
20050103,2447,3670,0,0,0,0,0,0,,6,372
20050104,1831,4840,0,0,0,0,0,0,,5,402
20050105,1892,4950,0,0,0,0,0,0,,5,369
20050106,1849,4150,0,0,0,0,0,0,,2,387
20050107,1977,3730,0,0,0,100,0,-100,,0,358
20050108,1980,3140,0,0,0,688,0,-688,,0,355
20050109,1965,3160,0,0,0,500,0,-500,,0,368
20050110,2188,3220,0,0,0,640,0,-640,,0,397
20050111,2269,3350,0,0,0,450,0,-450,,0,356
20050112,3603,3180,0,0,0,680,150,-530,,0,349
20050113,6640,3680,0,0,0,840,296,-544,,0,340
20050114,4986,3640,0,0,0,940,434,-506,,0,338
20050115,5211,3740,0,0,0,890,494,-396,,9,334
20050116,5500,3700,400,0,-400,940,430,-510,,50,385
20050117,5202,4950,400,0,-400,950,562,-388,,44,469
20050118,5559,5180,400,0,-400,890,491,-399,,75,483
20050119,5509,5280,400,159,-241,900,570,-330,,14,457
20050120,4475,5290,750,344,-406,960,657,-303,,37,481
20050121,5810,4980,950,344,-606,980,728,-252,,40,572
20050122,6507,5050,950,323,-627,930,670,-260,,45,506
20050123,6491,4520,800,242,-558,870,508,-362,,50,505
20050124,5767,5390,628,204,-424,740,627,-113,,31,390
20050125,3766,5420,450,235,-215,420,726,306,,42,468
20050126,1969,5510,400,200,-200,330,532,202,,66,512
20050127,1862,5310,350,145,-205,350,382,32,,78,493
20050128,3668,4220,450,144,-306,530,338,-192,,42,519
20050129,5692,3920,520,141,-379,520,414,-106,,45,499
20050130,5430,3790,440,139,-301,540,340,-200,,58,481
20050131,5316,4690,380,141,-239,450,441,-9,,63,505
20050201,4997,5030,360,136,-224,420,512,92,,46,481
20050202,4593,5640,500,134,-366,620,566,-54,,33,480
20050203,5187,5460,680,144,-536,780,684,-96,,22,483
20050204,7620,5520,760,150,-610,800,710,-90,,38,508
20050205,7229,5350,790,220,-570,800,625,-175,,35,501
20050206,8184,4980,760,216,-544,820,465,-355,,39,462
20050207,8185,6140,800,236,-564,840,712,-128,,55,455
20050208,6519,6170,500,272,-228,800,803,3,,53,471
20050209,5497,6080,699,345,-354,840,829,-11,,70,452
20050210,2735,5810,830,306,-524,950,785,-165,,65,414
20050211,1881,5550,859,136,-723,920,275,-645,,60,528
20050212,1869,5740,622,86,-536,890,252,-638,,59,486
20050213,1858,4000,526,82,-444,1000,232,-768,,57,452
20050214,3712,3190,557,80,-477,1150,311,-839,,73,432
20050215,2975,3290,720,80,-640,950,353,-597,,48,426
20050216,2988,3790,840,78,-762,980,362,-618,,26,431
20050217,1926,3660,890,78,-812,1090,358,-732,,29,407
20050218,1987,3320,750,77,-673,1160,310,-850,,34,422
20050219,1911,3410,965,78,-887,1250,250,-1000,,26,484
20050220,2899,3670,700,78,-622,1150,230,-920,,36,556
20050221,7236,3080,593,78,-515,1050,254,-796,,39,445
20050222,3491,3060,530,78,-452,850,259,-591,,31,434
20050223,5992,4710,640,77,-563,1110,200,-910,,77,511
20050224,7847,5740,670,78,-592,950,250,-700,,131,482
20050225,6971,4470,810,78,-732,1020,244,-776,,34,434
20050226,6997,5840,784,78,-706,1100,252,-848,,22,405
20050227,6402,6110,740,78,-662,1200,209,-991,,48,379
20050228,6504,6840,669,78,-591,1050,291,-759,,41,381
20050301,6338,6850,640,78,-562,870,368,-502,,48,417
20050302,7746,6550,750,80,-670,1120,393,-727,,57,415
20050303,6008,6550,800,77,-723,1250,418,-832,,64,425
20050304,5421,6590,900,71,-829,1080,460,-620,,64,395
20050305,7004,6850,1100,142,-958,1030,505,-525,,59,392
20050306,7025,6100,990,120,-870,1150,524,-626,,42,371
20050307,7189,6830,810,186,-624,1250,700,-550,,55,410
20050308,9027,6660,750,291,-459,1030,742,-288,,46,385
20050309,9156,6990,750,275,-475,1100,703,-397,,49,380
20050310,7998,7290,890,470,-420,1200,796,-404,,43,412
20050311,9495,7740,1060,428,-632,1200,899,-301,,53,394
20050312,9987,7600,1095,472,-623,1210,928,-282,,53,387
20050313,10463,6740,1095,537,-558,1250,1030,-220,,77,486
20050314,10978,8140,1060,568,-492,1180,1110,-70,,59,491
20050315,12378,9260,730,743,13,1180,1010,-170,,81,454
20050316,11801,9330,940,813,-127,1350,1030,-320,,77,479
20050317,8505,9550,1100,951,-149,1340,1040,-300,,65,459
20050318,10521,9270,1300,973,-327,1310,1130,-180,,73,484
20050319,12927,8240,1200,883,-317,1340,1070,-270,,61,494
20050320,13496,7110,1250,862,-388,1270,978,-292,,50,470
20050321,13031,8960,1250,847,-403,1180,1180,0,,74,450
20050322,10995,10300,1060,895,-165,980,1360,380,,74,451
20050323,10498,10800,1320,1040,-280,1190,1380,190,,64,509
20050324,8010,10400,1370,985,-385,1400,1430,30,,90,523
20050325,12501,9280,1390,1070,-320,1400,1420,20,,77,419
20050326,12515,7840,1490,876,-614,1530,1320,-210,,48,472
20050327,12491,7670,1405,899,-506,1430,1130,-300,,72,513
20050328,10512,9620,1190,1040,-150,1380,1310,-70,,76,530
20050329,12005,10200,1100,1170,70,1250,1430,180,,86,511
20050330,12486,10200,1125,1260,135,1150,1570,420,,58,525
20050331,10026,10200,1300,1270,-30,1300,1590,290,,41,503
20050401,13096,9300,100,1280,1180,1250,1600,350,,37,474
20050402,13389,8930,1180,1400,220,1340,1500,160,,35,472
20050403,13272,8490,1091,1390,299,1600,1380,-220,,102,477
20050404,11019,10000,912,1430,518,1380,1460,80,,72,530
20050405,11515,10400,912,1400,488,1400,1440,40,,73,534
20050406,11196,10400,1024,1440,416,1450,1480,30,,64,511
20050407,11965,10600,1280,1460,180,1360,1680,320,,67,493
20050408,14365,10100,1160,1420,260,1320,1690,370,,78,495
20050409,15090,9110,1125,1410,285,1430,1490,60,,105,496
20050410,14001,8500,1125,1400,275,1486,1310,-176,,90,549
20050411,12077,10200,1170,1330,160,1480,1360,-120,,62,599
20050412,11792,10600,1050,1400,350,1430,1410,-20,,63,612
20050413,11017,11200,1050,1380,330,1530,1350,-180,,34,605
20050414,10025,10300,1200,1260,60,1470,1360,-110,,45,433
20050415,12140,9940,1280,1130,-150,1420,1420,0,,58,545
20050416,12730,8940,1320,1130,-190,1520,1360,-160,,87,500
20050417,12890,8450,1120,1100,-20,1620,1100,-520,,125,567
20050418,12007,10100,1244,1010,-234,1520,1450,-70,,59,539
20050419,11801,10600,1280,1020,-260,1260,1470,210,,72,558
20050420,10453,10600,1360,1050,-310,1330,1520,190,,78,560
20050421,9000,10400,1500,994,-506,1350,1430,80,,32,579
20050422,10010,9740,1500,1040,-460,1460,1440,-20,,47,595
20050423,11786,8390,1460,944,-516,1660,1320,-340,,65,547
20050424,12801,7400,1350,882,-468,1680,1180,-500,,50,538
20050425,9809,9670,1100,1040,-60,1630,1060,-570,,42,606
20050426,10201,10000,900,1120,220,1340,1210,-130,,55,563
20050427,9537,9730,1300,1210,-90,1520,1390,-130,,37,606
20050428,8469,9060,1280,1190,-90,1500,1320,-180,,53,596
20050429,9509,8600,1220,1320,100,1500,1230,-270,,80,579
20050430,9778,7540,1260,1190,-70,1560,1240,-320,,82,599
20050501,9515,7320,1500,1050,-450,1580,1160,-420,,53,602
20050502,11003,8670,1450,971,-479,1500,1420,-80,,55,529
20050503,12493,8870,1290,1030,-260,1350,1430,80,,65,543
20050504,11956,9290,1160,1200,40,1400,1470,70,,86,523
20050505,8511,9740,1300,1290,-10,1540,1430,-110,,57,419
20050506,12686,10000,1250,1260,10,1580,1560,-20,,24,501
20050507,13696,8530,1171,1160,-11,1650,1440,-210,,65,493
20050508,13695,7930,1200,1120,-80,1700,1200,-500,,38,454
20050509,11521,9660,1090,1170,80,1580,1450,-130,,79,498
20050510,10994,10200,870,1270,400,1330,1450,120,,44,521
20050511,9008,11000,1220,1240,20,1650,1450,-200,,42,505
20050512,8507,9530,1250,1180,-70,1650,1540,-110,,37,539
20050513,9992,8730,1300,1180,-120,1660,1520,-140,,46,675
20050514,11004,7600,1200,1100,-100,1720,1510,-210,,63,553
20050515,11464,7230,1200,1060,-140,1630,1460,-170,,88,724
20050516,12772,9020,1160,1070,-90,1600,1610,10,,64,523
20050517,12376,9430,1100,1210,110,1520,1590,70,,60,521
20050518,11482,9410,1170,1340,170,1530,1600,70,,46,535
20050519,8496,9530,1300,1450,150,1590,1720,130,,67,539
20050520,9989,9340,1270,1330,60,1580,1710,130,,98,579
20050521,12488,8130,1250,1160,-90,1660,1540,-120,,99,545
20050522,13041,7780,1255,1080,-175,1580,1480,-100,,59,531
20050523,12550,9530,470,1170,700,1050,1530,480,,47,576
20050524,12530,9800,470,1090,620,1050,1690,640,,82,560
20050525,11513,9810,720,1230,510,880,1900,1020,,52,516
20050526,9807,9580,680,1420,740,1090,1850,760,,46,544
20050527,10020,8960,775,1340,565,1240,1800,560,,49,548
20050528,11820,8170,680,1320,640,1410,1550,140,,61,543
20050529,11819,7560,607,1280,673,1370,1430,60,,81,539
20050530,12004,8420,880,1230,350,1900,1440,-460,,68,610
20050531,10531,8400,860,1200,340,1650,1590,-60,,64,572
20050601,9989,8890,1235,1270,35,1600,1730,130,,62,631
20050602,8008,9050,1300,1330,30,1700,1850,150,,70,527
20050603,10294,8640,1330,1320,-10,1680,1780,100,,79,553
20050604,12505,7630,1380,1240,-140,1620,1660,40,,67,553
20050605,11986,7320,1210,1170,-40,1650,1530,-120,,92,571
20050606,11920,8710,1140,1260,120,1660,1580,-80,,69,578
20050607,11722,8590,1090,1390,300,1760,1590,-170,,57,542
20050608,11497,9150,1015,1490,475,1800,1750,-50,,39,471
20050609,9005,9050,1126,1440,314,1710,1820,110,,40,565
20050610,11570,8920,1236,1220,-16,1780,1780,0,,75,587
20050611,12123,8000,1315,1080,-235,1900,1710,-190,,70,527
20050612,11814,7620,1362,1170,-192,1750,1600,-150,,81,591
20050613,12792,9050,1200,1200,0,1700,1730,30,,48,646
20050614,12416,9210,1025,1170,145,1430,1760,330,,53,569
20050615,10995,9450,1340,1210,-130,1630,1760,130,,48,582
20050616,8961,9700,1400,1300,-100,1690,1930,240,,33,588
20050617,11283,9250,1480,1440,-40,1760,1840,80,,55,599
20050618,12999,8300,1480,1390,-90,1930,1710,-220,,66,539
20050619,12318,7640,1400,1240,-160,1900,1470,-430,,74,595
20050620,12479,8950,1290,1210,-80,1690,1430,-260,,49,604
20050621,11504,9450,1300,1200,-100,1790,1540,-250,,31,565
20050622,12394,9570,1340,1280,-60,1930,1660,-270,,20,561
20050623,9601,9590,1260,1260,0,1900,1880,-20,,34,535
20050624,11986,9160,1320,1300,-20,1880,1870,-10,,71,638
20050625,12801,8460,1300,1380,80,1850,1650,-200,,38,618
20050626,12700,7790,1250,1320,70,1880,1590,-290,,72,643
20050627,12685,9250,1313,1300,-13,1780,1690,-90,,86,681
20050628,12747,9660,1316,1340,24,1540,1830,290,,86,681
20050629,12405,9900,1150,1290,140,1870,1760,-110,,51,650
20050630,9998,9860,1260,1240,-20,1720,1800,80,,51,554
20050701,10789,9810,1260,1260,0,1920,1790,-130,,42,546
20050702,12801,8940,1280,1190,-90,1900,1760,-140,,46,559
20050703,12992,8400,1290,1000,-290,1750,1710,-40,,78,593
20050704,13481,8920,1280,1180,-100,1680,1660,-20,,98,598
20050705,13006,9390,1025,1200,175,1550,1650,100,,77,594
20050706,12023,10000,1140,1250,110,1840,1870,30,,65,573
20050707,8025,9930,1400,1510,110,1790,1890,100,,79,618
20050708,12001,9870,1400,1470,70,1730,1850,120,,63,572
20050709,14086,9060,1450,1310,-140,2080,1820,-260,,57,596
20050710,14289,8680,1350,1260,-90,2000,1540,-460,,60,629
20050711,14000,9710,1200,1210,10,1690,1590,-100,,51,616
20050712,13649,10200,1165,1360,195,1600,1540,-60,,55,606
20050713,12819,10100,1300,1360,60,1790,1560,-230,,38,612
20050714,10587,10900,1285,1350,65,1720,1640,-80,,50,603
20050715,13030,10600,1240,1320,80,1860,1750,-110,,46,577
20050716,14022,9340,1230,1310,80,1920,1770,-150,,30,607
20050717,13229,9020,1400,1180,-220,1980,1690,-290,,78,676
20050718,12478,10100,1400,1210,-190,1910,1910,0,,37,634
20050719,12557,10400,1240,1330,90,1650,1890,240,,28,653
20050720,12520,10500,1240,1430,190,1600,1830,230,,46,621
20050721,10197,10200,1300,1280,-20,1400,1880,480,,38,615
20050722,12581,9960,1360,1210,-150,1600,1850,250,,51,638
20050723,13006,8480,1320,1010,-310,1700,1720,20,,53,629
20050724,11210,8320,1430,949,-481,1700,1510,-190,,115,664
20050725,10583,9270,1322,1010,-312,1500,1730,230,,68,586
20050726,10202,10200,1280,1200,-80,0,1800,1800,,60,612
20050727,10016,9400,1420,1320,-100,1520,1640,120,,44,543
20050728,9997,9280,1420,1390,-30,1750,1600,-150,,43,642
20050729,11517,8890,1455,1360,-95,1720,1580,-140,,74,678
20050730,14072,7990,1500,1300,-200,1740,1660,-80,,69,659
20050731,12995,7780,1450,1290,-160,1680,1450,-230,,58,667
20050801,8971,8760,1400,1190,-210,1750,1500,-250,,72,576
20050802,9518,9740,1388,1160,-228,1550,1560,10,,61,744
20050803,9512,10100,1400,1090,-310,1720,1460,-260,,43,703
20050804,8004,8640,1440,1200,-240,1750,1580,-170,,53,698
20050805,9024,8480,1460,1280,-180,1660,1560,-100,,71,605
20050806,10960,7500,1490,1220,-270,1680,1510,-170,,46,602
20050807,10011,6720,1440,1220,-220,1830,1350,-480,,79,640
20050808,7870,7460,1400,1280,-120,1630,1130,-500,,62,764
20050809,8007,7900,1200,1300,100,1590,826,-764,,78,855
20050810,6989,9140,1370,1280,-90,1350,612,-738,,44,784
20050811,4539,8720,1400,1200,-200,1700,592,-1108,,110,689
20050812,5475,7760,1400,1100,-300,1590,646,-944,,83,658
20050813,8495,6060,1360,1060,-300,1720,708,-1012,,55,641
20050814,9483,4930,1370,1010,-360,1680,740,-940,,78,626
20050815,7527,6610,1190,916,-274,1630,950,-680,,59,554
20050816,8014,6800,1000,874,-126,1480,1190,-290,,58,544
20050817,9523,7750,1100,779,-321,1450,1420,-30,,56,526
20050818,8520,7590,1120,960,-160,1470,1620,150,,55,515
20050819,9986,7770,1230,962,-268,1710,1510,-200,,81,494
20050820,10996,7460,1300,1050,-250,1750,1570,-180,,52,496
20050821,11517,7000,1300,1020,-280,1430,1520,90,,33,510
20050822,10508,8050,1427,1160,-267,1560,1550,-10,,40,528
20050823,8505,7990,1280,1270,-10,1460,1560,100,,31,557
20050824,8504,8240,1430,1350,-80,1680,1560,-120,,26,552
20050825,8509,8040,1220,1420,200,1350,1640,290,,24,556
20050826,10004,7750,1200,1260,60,1500,1490,-10,,33,544
20050827,10511,6800,1100,1070,-30,1490,1460,-30,,21,543
20050828,10997,6640,1120,1020,-100,1680,1410,-270,,52,500
20050829,10204,7540,1000,1040,40,1500,1580,80,,83,552
20050830,10495,7870,930,1140,210,1440,1620,180,,30,530
20050831,9994,7850,930,1290,360,1350,1620,270,,28,597
20050901,7119,8050,870,1210,340,1550,1840,290,,31,575
20050902,8999,8290,880,1130,250,1680,1710,30,,53,572
20050903,10290,7230,900,1100,200,1700,1590,-110,,81,658
20050904,10594,6500,1020,1050,30,1600,1380,-220,,67,648
20050905,10415,7090,1100,1050,-50,1400,1480,80,,65,583
20050906,9521,7850,1200,1120,-80,1250,1610,360,,73,629
20050907,9422,8480,1165,1080,-85,1280,1680,400,,44,603
20050908,8079,8180,1080,1150,70,1350,1840,490,,28,590
20050909,9005,7920,1170,1140,-30,1600,1810,210,,41,614
20050910,10519,7640,1130,1230,100,1200,1720,520,,60,708
20050911,11251,6910,1130,1020,-110,1300,1660,360,,78,720
20050912,11281,7630,1130,994,-136,1360,1700,340,,,
20050913,9977,8320,955,1060,105,1100,1520,420,,52,662
20050914,9511,8210,1050,1060,10,1190,1570,380,,79,615
20050915,6785,8260,1200,906,-294,1000,1660,660,,85,663
20050916,8496,8150,1160,883,-277,1400,1670,270,,33,609
20050917,9027,7510,1107,884,-223,1400,1490,90,,26,584
20050918,9468,6790,1000,939,-61,1580,1270,-310,,20,619
20050919,8925,6700,920,991,71,1300,1440,140,,26,638
20050920,8307,7120,900,1060,160,1210,1450,240,,67,664
20050921,8484,7600,1020,1110,90,1380,1400,20,,93,676
20050922,7502,7760,1170,1070,-100,1380,1350,-30,,91,611
20050923,8789,7770,1200,980,-220,1330,1300,-30,,70,588
20050924,10979,7440,1200,896,-304,1200,1260,60,,77,582
20050925,9929,7210,1090,842,-248,1450,1120,-330,,82,571
20050926,10182,7820,1106,978,-128,1000,1340,340,,36,544
20050927,9973,8060,954,1010,56,1150,1250,100,,81,593
20050928,9466,8090,1200,935,-265,1350,1130,-220,,88,582
20050929,6494,8380,900,748,-152,1340,1250,-90,,85,573
20050930,8503,8260,850,649,-201,1250,1190,-60,,65,576
20051001,8993,6980,980,876,-104,1340,969,-371,,74,567
20051002,8492,6720,900,964,64,1360,857,-503,,117,540
20051003,8501,7460,891,890,-1,1200,1170,-30,,90,549
20051004,9020,7680,730,779,49,880,1210,330,,60,531
20051005,8019,8050,850,767,-83,920,1150,230,,53,591
20051006,7480,8300,900,861,-39,1020,1070,50,,47,617
20051007,8493,7770,1000,865,-135,1070,1250,180,,48,581
20051008,9688,7080,818,862,44,1090,1170,80,,64,638
20051009,9592,6530,960,830,-130,1060,1010,-50,,60,646
20051010,9994,7850,818,850,32,1100,1110,10,,61,602
20051011,9494,8610,615,862,247,930,1100,170,,82,628
20051012,9601,8000,900,808,-92,1080,1170,90,,84,588
20051013,5584,7690,640,771,131,910,1160,250,,74,584
20051014,6795,7220,840,763,-77,980,1080,100,,67,568
20051015,9388,6720,780,690,-90,1040,982,-58,,39,558
20051016,7990,5840,600,678,78,990,864,-126,,,300
20051017,3870,6280,600,47,-553,1050,554,-496,,64,648
20051018,2997,7590,500,35,-465,870,587,-283,,76,643
20051019,4012,7190,650,75,-575,1100,599,-501,,77,585
20051020,3789,4760,765,642,-123,970,601,-369,,60,531
20051021,3390,4680,694,791,97,1040,505,-535,,41,550
20051022,7279,4460,840,735,-105,1010,526,-484,,25,563
20051023,7293,4040,600,647,47,990,548,-442,,38,567
20051024,5705,5500,631,645,14,1100,814,-286,,35,573
20051025,5099,5730,560,694,134,820,1020,200,,57,538
20051026,5275,6290,670,644,-26,940,938,-2,,58,502
20051027,3969,5690,550,671,121,950,977,27,,44,579
20051028,6974,5510,570,669,99,880,980,100,,71,525
20051029,7586,5420,800,618,-182,1180,877,-303,,56,551
20051030,7798,4850,736,616,-120,990,690,-300,,78,548
20051031,7492,5670,700,586,-114,840,827,-13,,52,495
20051101,7587,5990,565,620,55,660,784,124,,63,505
20051102,6994,6220,745,550,-195,760,773,13,,44,508
20051103,5015,6710,920,584,-336,870,872,2,,61,554
20051104,6009,6540,850,619,-231,940,960,20,,71,592
20051105,7011,5860,760,618,-142,900,878,-22,,52,565
20051106,7600,5320,630,567,-63,960,772,-188,,41,630
20051107,7298,5820,580,546,-34,1020,816,-204,,40,591
20051108,7204,6700,500,589,89,800,660,-140,,32,604
20051109,6338,6640,570,604,34,880,826,-54,,62,559
20051110,4978,6580,675,531,-144,1030,846,-184,,81,561
20051111,6201,6430,650,481,-169,1090,795,-295,,53,525
20051112,6788,5860,450,409,-41,920,798,-122,,37,527
20051113,6834,5650,631,409,-222,800,745,-55,,55,563
20051114,6588,6160,636,443,-193,700,798,98,,42,545
20051115,6704,6140,520,526,6,680,766,86,,53,533
20051116,7911,6510,665,530,-135,700,676,-24,,37,494
20051117,5012,6680,600,575,-25,800,701,-99,,47,545
20051118,6506,6310,600,586,-14,700,692,-8,,39,502
20051119,6995,6160,630,507,-123,400,682,282,,35,501
20051120,7592,5350,530,479,-51,400,658,258,,50,534
20051121,5627,5870,551,461,-90,500,912,412,,45,527
20051122,4594,6400,485,430,-55,400,1120,720,,54,528
20051123,4584,6140,460,401,-59,840,997,157,,48,544
20051124,4790,4910,551,280,-271,880,479,-401,,47,580
20051125,6194,5330,300,273,-27,580,686,106,,48,560
20051126,6675,5090,300,219,-81,370,645,275,,56,543
20051127,6691,4970,300,263,-37,380,637,257,,30,585
20051128,6710,6350,300,318,18,350,727,377,,29,570
20051129,6296,6340,299,332,33,440,804,364,,42,552
20051130,5571,6150,300,387,87,460,847,387,,63,550
20051201,4014,6290,200,462,262,470,703,233,,63,550
20051202,4522,5680,300,516,216,540,750,210,,55,472
20051203,7016,5350,300,444,144,550,717,167,,43,534
20051204,7020,5040,300,313,13,600,687,87,,70,477
20051205,6004,5550,330,412,82,570,726,156,,41,473
20051206,5800,5300,310,470,160,450,811,361,,56,747
20051207,5794,5480,380,528,148,500,939,439,,65,468
20051208,5594,5530,0,450,450,550,897,347,,36,516
20051209,6651,5940,0,531,531,690,807,117,,68,476
20051210,7317,5490,0,511,511,660,673,13,,49,508
20051211,7510,4850,0,434,434,690,515,-175,,59,505
20051212,7526,5440,0,626,626,720,622,-98,,74,491
20051213,6511,5460,0,660,660,720,633,-87,,49,508
20051214,4473,6350,240,615,375,700,751,51,,77,517
20051215,4018,6370,275,630,355,540,770,230,,95,490
