DATE_TIME,Parker release (cfs),Colorado River above Imperial Dam -- USGS Provisional Data flow cfs (SDI=4958),CRIT Final Order,CRIT DIVERSION,Dif,PVID Final Order,PVID DIVERSION,Dif,CRIT - Total Return flow cfs ,PVID Return Flows above Taylor Ferry-return flow cfs ,PVID Return Flows below Taylor Ferry return flow cfs ,Colorado River below Palo Verde Dam
2006-08-19,10035,6760,1230,1120,-110,1350,1530,180,346,70.43,633.69,6050
2006-08-20,10994,6120,1050,1030,-20,1320,1440,120,418,78.14,645.12,7130
2006-08-21,10997,7620,1000,1050,50,1280,1610,330,375,69.86,686.2,7940
2006-08-22,11965,8040,750,1100,350,1050,1630,580,366,65.55,693.1,8020
2006-08-23,11964,8580,927,1220,293,1230,1590,360,344,38.15,688.02,8850
2006-08-24,9498,8810,950,1300,350,1340,1870,530,368,31.82,667.21,8230
2006-08-25,9502,8480,1150,1230,80,1310,1870,560,345,37.87,669.25,6450
2006-08-26,10992,7620,1050,1180,130,1400,1660,260,332,57.22,639.81,6640
2006-08-27,10981,6690,1100,1230,130,1430,1280,-150,418,54.82,668.8,8150
2006-08-28,11148,7760,1100,1220,120,1130,1300,170,329,65.72,678.63,7920
2006-08-29,9013,8060,950,1210,260,1200,1400,200,409,54.37,644.58,8130
2006-08-30,7691,7900,870,1090,220,1420,1480,60,420,76.6,661.95,5790
2006-08-31,7490,8560,860,1050,190,1250,1520,270,377,50.55,635.28,5040
2006-09-01,8792,7300,950,1150,200,1300,1590,290,347,75.73,665.1,5070
2006-09-02,9472,6720,900,1120,220,1150,1460,310,351,54.76,689.3,6030
2006-09-03,10693,6180,1000,1060,60,1140,1380,240,352,73.57,696.29,7100
2006-09-04,9986,6970,1152,893,-259,1400,1440,40,356,67.82,693.76,7940
2006-09-05,8464,7560,850,936,86,1100,1340,240,349,78.82,625.92,7180
2006-09-06,7975,7750,849,1040,191,1180,1410,230,351,78.05,611.34,5290
2006-09-07,4980,7900,900,985,85,1100,1380,280,342,62,683.14,5360
2006-09-08,9997,7050,971,965,-6,1230,1120,-110,353,67.92,689.07,4570
2006-09-09,10293,6560,1100,791,-309,1450,1020,-430,347,48.81,633.08,7610
2006-09-10,10000,6370,1144,680,-464,1360,965,-395,342,87.3,593,8290
2006-09-11,7979,7570,992,636,-356,1100,1220,120,344,68.36,553.8,7790
2006-09-12,6499,8920,880,761,-119,1000,1150,150,339,47.74,524.8,5500
2006-09-13,6976,8840,1300,923,-377,1290,1180,-110,343,71.56,549.5,4780
2006-09-14,10004,7280,1300,894,-406,1220,1270,50,345,58.81,519.32,4810
2006-09-15,9504,7020,1300,940,-360,1200,1370,170,334,32.44,519.7,7530
2006-09-16,9970,6260,1300,829,-471,1330,1530,200,334,37.67,537.3,6820
2006-09-17,8993,6310,1300,733,-567,1350,1350,0,329,73.95,588.9,7430
2006-09-18,9510,7020,1300,741,-559,1300,1360,60,328,117.4,559.65,6690
2006-09-19,9879,7700,1300,885,-415,1000,1420,420,329,83.57,556.95,7170
2006-09-20,10794,8180,1300,1040,-260,1200,1580,380,321,85.21,540.94,7120
2006-09-21,9475,8470,1300,1020,-280,1080,1570,490,322,83.77,577.28,7550
2006-09-22,10386,8340,1300,909,-391,1200,1560,360,323,79,589.32,6890
2006-09-23,10412,7580,1300,854,-446,1100,1410,310,332,82.06,603.85,7730
2006-09-24,9190,7190,1300,759,-541,1100,1310,210,314,62.99,588.74,7960
2006-09-25,7997,7650,1300,747,-553,1140,1350,210,302,58.98,559.15,6980
2006-09-26,9501,8610,1300,737,-563,950,1360,410,305,42.69,557.3,5830
2006-09-27,10519,8180,1300,740,-560,1130,1580,450,309,49.24,542.73,6900
2006-09-28,8011,8170,1300,738,-562,1100,1740,640,310,48.52,585.18,7430
2006-09-29,10467,7920,1300,738,-562,980,1700,720,316,74,588.7,6100
2006-09-30,9483,7150,1100,728,-372,1100,1640,540,319,102.78,613.31,7880
2006-10-01,8988,6690,1030,672,-358,980,1630,650,312,77.37,618.8,6810
2006-10-02,8488,8360,1030,613,-417,950,1430,480,309,80.7,667.7,6940
2006-10-03,7972,7910,920,812,-108,800,1320,520,304,86,671.1,6110
2006-10-04,7473,7890,800,816,16,900,1400,500,305,100.15,608.76,5450
2006-10-05,8014,7860,700,841,141,860,1420,560,312,71.99,651.35,5210
2006-10-06,8501,7430,700,882,182,880,1320,440,314,81.2,630.32,5610
2006-10-07,8484,6740,700,879,179,750,1190,440,308,78.58,633.71,6090
2006-10-08,10500,6220,700,861,161,840,1040,200,318,82.09,624.98,6790
2006-10-09,10044,7250,660,774,114,830,1100,270,308,97.14,628.48,7890
2006-10-10,8998,7530,716,752,36,790,1090,300,305,100,593.8,8030
2006-10-11,6489,7550,600,738,138,980,1250,270,309,91,579.2,6360
2006-10-12,5991,8390,680,738,58,880,1290,410,315,76.6,587.2,4080
2006-10-13,7022,7160,700,664,-36,950,1260,310,321,71.63,599.61,3990
2006-10-14,8010,6400,900,571,-329,900,1120,220,329,88.8,590.88,5200
2006-10-15,9929,5860,660,466,-194,980,1010,30,301,74.26,613.67,6720
2006-10-16,9993,7040,630,427,-203,650,1130,480,296,72.11,637.8,8160
2006-10-17,7986,7230,540,492,-48,710,1000,290,294,72.52,618.9,7630
2006-10-18,5988,7780,700,471,-229,750,1200,450,296,99.88,586.62,5920
2006-10-19,5999,7940,780,402,-378,800,1150,350,294,103.38,602.98,4310
2006-10-20,6992,6870,600,456,-144,660,1060,400,292,103.38,621.98,4380
2006-10-21,6999,5850,525,610,85,980,1010,30,284,78.78,595.8,5500
2006-10-22,7501,6170,437,480,43,850,770,-80,291,81.24,597,5750
2006-10-23,6789,6400,502,476,-26,750,852,102,292,87.34,576.26,5920
2006-10-24,5583,6940,400,502,102,450,663,213,285,96.6,625.4,5060
2006-10-25,4990,7410,450,461,11,870,437,-433,293,85.08,653.02,4510
2006-10-26,4053,6240,518,410,-108,870,455,-415,281,102.18,604.16,3870
2006-10-27,6528,5860,480,411,-69,760,634,-126,277,101.85,537.6,2980
2006-10-28,6209,5360,500,495,-5,680,810,130,278,61.44,515.3,4840
2006-10-29,6441,4900,590,493,-97,700,722,22,283,73.02,548.36,4670
2006-10-30,7203,5770,615,447,-168,750,794,44,280,66.99,563.6,5070
2006-10-31,6015,5830,560,501,-59,540,700,160,282,75.56,580.32,5390
2006-11-01,5500,6130,1210,515,-695,780,761,-19,269,79.61,569.18,4530
2006-11-02,4964,6220,1210,586,-624,710,770,60,269,83.26,561.5,3930
2006-11-03,4758,5970,1210,635,-575,730,787,57,264,70.04,573.9,3370
2006-11-04,6000,5650,1210,515,-695,840,839,-1,275,61.44,573.66,3060
2006-11-05,7499,5060,1210,462,-748,800,698,-102,279,92.94,549.2,4890
2006-11-06,8508,6050,1210,559,-651,720,752,32,261,59.41,505.36,5790
2006-11-07,8026,6380,1210,587,-623,500,916,416,266,80.95,526.38,6500
2006-11-08,8005,6480,1210,506,-704,600,866,266,270,94.71,525.6,5910
2006-11-09,4456,6420,1210,612,-598,570,908,338,269,63.58,513.4,6120
2006-11-10,6488,6150,1460,484,-976,630,988,358,273,76.3,480.35,2900
2006-11-11,6521,5700,1460,441,-1019,700,919,219,255,88.48,542.7,4730
2006-11-12,5980,5180,1460,439,-1021,600,718,118,253,74.05,547.5,4900
2006-11-13,7525,5980,1460,494,-966,530,890,360,256,74.75,549.22,4400
2006-11-14,7485,6110,1460,570,-890,470,928,458,261,59.26,527.63,5390
2006-11-15,5522,6160,1600,580,-1020,480,913,433,257,69.31,523.43,5490
2006-11-16,5034,6290,1600,591,-1009,530,810,280,274,49.58,530.95,3940
2006-11-17,6013,6440,1600,507,-1093,570,831,261,269,75.5,570.47,3710
2006-11-18,6022,6000,1600,427,-1173,530,856,326,284,68.08,595.89,4560
2006-11-19,5994,5300,1600,404,-1196,580,745,165,264,54.61,611.39,4630
2006-11-20,7982,5970,1850,415,-1435,530,875,345,251,56.42,562.64,3740
2006-11-21,6790,6520,1850,417,-1433,460,879,419,256,95.73,574.42,6450
2006-11-22,7422,6280,381,284,-97,550,832,282,275,59.96,576.62,4560
2006-11-23,3997,5930,360,247,-113,600,515,-85,256,65.07,566.3,5970
2006-11-24,5008,5740,380,284,-96,470,706,236,248,54.16,538.62,3200
2006-11-25,4804,5420,380,306,-74,320,697,377,247,66.04,513.84,3620
2006-11-26,5324,5150,380,238,-142,600,613,13,250,57.05,522.97,3580
2006-11-27,4998,5170,490,302,-188,600,778,178,247,47.45,506.38,3930
2006-11-28,5503,5110,350,299,-51,530,788,258,251,53,490,3530
2006-11-29,5543,5200,1850,364,-1486,560,747,187,253,47.65,530,3900
2006-11-30,5002,5240,1890,295,-1595,670,836,166,260,34.34,541.02,3990
2006-12-01,6519,5620,1890,323,-1567,640,988,348,263,23.93,564.28,3330
2006-12-02,7287,5800,1890,355,-1535,690,753,63,259,69.94,601.78,4930
2006-12-03,7520,5600,1890,662,-1228,600,639,39,252,67.98,582.1,5890
2006-12-04,7465,6520,1890,967,-923,610,813,203,257,77.24,550.98,5290
2006-12-05,7519,6430,1890,1050,-840,360,780,420,263,36.13,522.85,5330
2006-12-06,7496,6180,1890,1020,-870,420,781,361,272,70.4,483.76,5590
2006-12-07,6550,6150,1890,1030,-860,410,782,372,266,60.27,498.9,5570
2006-12-08,5866,6080,1890,1040,-850,350,778,428,271,61.27,512.37,3530
2006-12-09,5998,5840,1890,884,-1006,300,703,403,287,39.8,499.51,3850
2006-12-10,5974,5470,1890,436,-1454,340,644,304,298,35,477.45,4230
2006-12-11,6696,5980,1890,365,-1525,200,841,641,273,47.17,473.81,4160
2006-12-12,8670,5980,1890,377,-1513,250,812,562,264,62.92,507.18,6000
2006-12-13,6581,5970,51,419,368,300,842,542,261,46.28,534.02,6730
2006-12-14,4970,6080,80,438,358,390,763,373,266,36.79,558.35,4080
2006-12-15,4507,6480,89,468,379,390,712,322,264,70.53,512.02,3100
2006-12-16,5517,5580,168,430,262,420,580,160,271,52.9,497.3,3120
2006-12-17,5977,5190,168,310,142,590,569,-21,270,39.44,490.52,4160
2006-12-18,6485,5650,400,298,-102,560,821,261,267,45.78,522.42,4870
2006-12-19,6186,5700,520,326,-194,500,906,406,258,84.56,555.4,4470
2006-12-20,5016,5500,1600,396,-1204,590,846,256,263,58.86,564.3,4760
2006-12-21,2916,5660,1600,374,-1226,800,844,44,273,52.3,524.47,2780
2006-12-22,2023,5220,1590,343,-1247,700,871,171,271,50.78,542.03,1590
2006-12-23,2738,4340,1460,350,-1110,340,627,287,263,66.52,580.2,1080
2006-12-24,4516,3010,1460,355,-1105,230,373,143,259,33.54,600.25,1720
2006-12-25,5291,3290,1460,355,-1105,510,332,-178,246,56.56,581.6,3140
2006-12-26,5300,3810,1460,478,-982,600,843,243,240,70.58,587.5,3870
2006-12-27,4977,4490,1460,661,-799,950,1110,160,244,40.43,580.32,3050
2006-12-28,4231,4960,1460,744,-716,1000,1160,160,269,56.05,556.2,2300
2006-12-29,2268,5030,1460,509,-951,980,899,-81,277,38.91,585.4,2040
2006-12-30,1975,4200,1460,379,-1081,440,14,-426,259,163.6,653.12,2760
2006-12-31,3234,2980,475,132,-343,0,0,0,283,70.5,758.5,1750
2007-01-01,3154,4030,199,65,-134,0,0,0,277,10.02,549.85,4320
2007-01-02,3491,4380,0,65,65,0,0,0,243,3.88,412.95,2980
2007-01-03,4433,4940,1110,27,-1083,0,0,0,237,2.22,377.89,3200
2007-01-04,3511,5180,1110,0,-1110,0,0,0,233,0,363.98,3860
2007-01-05,5511,5040,1360,0,-1360,0,0,0,228,0,354.58,3360
2007-01-06,6483,4520,1360,0,-1360,0,0,0,225,0,341.84,5070
2007-01-07,5492,4220,1570,0,-1570,0,0,0,223,0,338.2,4960
2007-01-08,5486,5340,1570,0,-1570,0,88,88,222,0,299,5020
2007-01-09,6338,5760,1570,0,-1570,180,397,217,222,0,379,4710
2007-01-10,5996,5660,1820,0,-1820,700,416,-284,222,0,381,5370
2007-01-11,6011,6230,1820,0,-1820,350,493,143,223,6.22,378.88,5100
2007-01-12,6511,6110,1820,51,-1769,530,795,265,221,27.12,427.48,4940
2007-01-13,6386,5600,1820,106,-1714,540,770,230,221,38.13,443.9,5260
2007-01-14,7496,5220,1820,317,-1503,0,816,816,220,90.43,455.95,3840
2007-01-15,7985,5960,1820,611,-1209,0,934,934,225,63.07,447.4,5880
2007-01-16,8504,6190,1820,738,-1082,0,1170,1170,229,74.6,478.5,5960
2007-01-17,7528,6280,2070,898,-1172,570,1190,620,239,58.69,609.8,5320
2007-01-18,5990,6070,2070,959,-1111,540,1240,700,247,53.22,537.9,4980
2007-01-19,6498,5950,2070,976,-1094,300,1180,880,250,50,547.7,3710
2007-01-20,6520,5690,2070,962,-1108,210,1040,830,262,72.5,583.8,3910
2007-01-21,6998,5420,2070,844,-1226,100,795,695,274,66.16,564.3,4530
2007-01-22,5999,5240,2070,804,-1266,200,795,595,278,65.54,528.7,4980
2007-01-23,5984,5700,2070,789,-1281,300,756,456,265,59.14,519.6,4120
2007-01-24,5965,5730,2140,766,-1374,200,832,632,258,68.06,543.7,4150
2007-01-25,5525,5820,2140,685,-1455,260,800,540,261,79.04,519.2,3730
2007-01-26,6023,5600,2140,640,-1500,300,746,446,261,67.94,475,4690
2007-01-27,6513,5240,2140,638,-1502,280,595,315,263,65.52,512.4,4240
2007-01-28,5966,4700,2140,528,-1612,250,543,293,257,64.04,513.8,5120
2007-01-29,4971,5530,2140,597,-1543,250,712,462,259,85.29,534.1,4300
2007-01-30,4986,5780,2140,658,-1482,250,678,428,275,80.85,506.8,3430
2007-01-31,6031,5460,2120,593,-1527,250,726,476,261,69.73,507.9,3350
2007-02-01,5519,5830,2120,480,-1640,300,643,343,267,67.6,519.7,4390
2007-02-02,6025,5580,2120,432,-1688,400,644,244,260,63.42,484.4,4770
2007-02-03,6997,5500,2120,390,-1730,360,557,197,260,88.56,464.6,4930
2007-02-04,7011,5010,2120,330,-1790,300,523,223,257,78.37,598.57,5840
2007-02-05,6523,6160,2120,347,-1773,280,787,507,259,61.74,484,5270
2007-02-06,7008,6400,2120,443,-1677,220,884,664,260,50.5,430.5,4480
2007-02-07,6518,6840,250,394,144,390,797,407,268,58.25,484.36,5500
2007-02-08,6740,6500,250,371,121,460,866,406,276,26.21,484.78,4560
2007-02-09,6701,6110,250,348,98,285,969,684,266,65.15,496.28,5580
2007-02-10,6702,5840,250,347,97,320,989,669,259,72.35,499.3,5350
2007-02-11,6971,5600,250,350,100,320,886,566,257,80.01,516.1,5370
2007-02-12,9000,6770,250,468,218,310,909,599,259,85.34,490.32,5410
2007-02-13,8966,7220,225,558,333,270,989,719,260,82.68,482.23,6740
2007-02-14,8189,7340,2360,217,-2143,340,1100,760,282,63.37,156.48,6690
2007-02-15,10023,7760,2360,732,-1628,350,1090,740,259,68.17,505.13,6560
2007-02-16,7484,7280,2360,779,-1581,400,1160,760,258,57.41,499.4,6930
2007-02-17,9013,7240,2360,761,-1599,560,1110,550,276,59.37,505.42,5520
2007-02-18,10489,6940,2360,640,-1720,550,911,361,282,60.55,502.66,6880
2007-02-19,11476,8190,2360,642,-1718,520,919,399,290,77.25,473.6,8060
2007-02-20,11514,8540,2360,608,-1752,480,1050,570,277,72.02,463.97,8990
2007-02-21,8977,8760,530,776,246,470,1130,660,282,76.99,456.4,7680
2007-02-22,6990,8680,360,879,519,480,1080,600,270,60.09,516.9,6140
2007-02-23,9456,8610,398,843,445,510,1050,540,273,52.44,472.82,5380
2007-02-24,10002,8100,350,837,487,600,999,399,282,45.33,468.47,7020
2007-02-25,11489,7040,450,807,357,630,944,314,279,70.89,523.85,7840
2007-02-26,11444,8070,500,821,321,450,1030,580,279,86.46,488.95,8900
2007-02-27,10506,8560,300,862,562,480,1120,640,289,82.03,483.8,8530
2007-02-28,10026,8960,2880,817,-2063,640,1110,470,286,64.99,528,7090
2007-03-01,6991,8710,2880,697,-2183,680,1130,450,274,77.81,539.6,7310
2007-03-02,9972,8630,3130,672,-2458,650,1110,460,280,107.74,507.35,5570
2007-03-03,9982,8240,3130,613,-2517,650,971,321,292,69.44,541.38,7570
2007-03-04,10985,7550,3340,517,-2823,600,750,150,283,63.94,542.68,7900
2007-03-05,12026,8530,3340,604,-2736,600,1110,510,293,79.41,497.48,9360
2007-03-06,11031,8910,3340,760,-2580,300,1260,960,287,57.48,504.27,8590
2007-03-07,9619,9940,3340,811,-2529,480,1210,730,297,90.28,519.21,8010
2007-03-08,9008,9960,3340,723,-2617,460,1130,670,312,69.34,508.2,6860
2007-03-09,10974,9450,3340,668,-2672,460,1130,670,308,68.83,513.3,7800
2007-03-10,11982,9060,3340,640,-2700,450,1200,750,302,63.69,523.5,8780
2007-03-11,11468,8440,3340,527,-2813,550,990,440,294,63.39,541.4,9510
2007-03-12,11518,10100,3340,541,-2799,650,1130,480,283,41.03,551.7,9520
2007-03-13,12690,10400,3340,534,-2806,580,1130,550,279,68.45,539.3,9650
2007-03-14,10950,10400,730,822,92,730,1160,430,276,101.05,550.5,9300
2007-03-15,9543,10800,700,800,100,920,1310,390,285,88.38,548.4,7750
2007-03-16,11483,10700,950,829,-121,980,1290,310,282,79.32,546.15,8230
2007-03-17,11933,9600,1080,884,-196,1150,1190,40,296,117.61,552.2,9830
2007-03-18,10499,9360,971,758,-213,1150,1160,10,298,114.31,584.26,9000
2007-03-19,11487,10500,1156,741,-415,0,1340,1340,292,86.52,588.41,8470
2007-03-20,12489,10600,1150,807,-343,0,1390,1390,289,80.77,511.36,8980
2007-03-21,13014,11100,3340,910,-2430,1080,1530,450,305,73.43,526.42,9260
2007-03-22,12511,10900,3340,957,-2383,1000,1310,310,303,99.84,553.75,9950
2007-03-23,13026,10600,3340,753,-2587,1200,861,-339,313,76.73,582.66,9970
2007-03-24,10051,10300,3340,474,-2866,1140,669,-471,314,142.98,622.2,10800
2007-03-25,11485,10300,3340,360,-2980,1140,490,-650,310,112.55,587.8,9090
2007-03-26,12512,10300,3340,452,-2888,1200,677,-523,300,94.6,528.6,9830
2007-03-27,11021,11000,3370,490,-2880,980,917,-63,292,70.16,480.85,10100
2007-03-28,10056,11000,1220,629,-591,1100,1120,20,285,68.86,522.7,8910
2007-03-29,9512,10600,1260,729,-531,1160,1200,40,281,82.96,530.2,7880
2007-03-30,10992,10000,1349,760,-589,1080,1210,130,286,70.85,497.52,8160
2007-03-31,13823,10100,1120,853,-267,1120,1140,20,292,63.36,495.27,8810
2007-04-01,13520,9260,1150,851,-299,960,1100,140,326,50.07,498.75,10900
2007-04-02,13537,10400,1011,1040,29,900,1260,360,322,39.46,564.7,10500
2007-04-03,13850,10900,850,1200,350,600,1250,650,326,70.35,530,11000
2007-04-04,12008,11200,3580,1300,-2280,960,1350,390,332,96.04,536.89,10600
2007-04-05,11983,11300,3580,1300,-2280,930,1460,530,347,62.49,526.45,8570
2007-04-06,13018,10800,3580,1280,-2300,1030,1500,470,364,75.57,525.6,9580
2007-04-07,12071,9730,3580,1040,-2540,900,1300,400,352,111.7,587.29,10400
2007-04-08,13024,10500,3580,935,-2645,1000,1010,10,344,107.16,561,9820
2007-04-09,14089,10800,3580,923,-2657,900,1520,620,352,106.01,531.92,10100
2007-04-10,13006,11200,3510,1080,-2430,740,1530,790,339,66.35,563.62,11600
2007-04-11,13013,11500,3080,1120,-1960,800,1480,680,346,45.78,557.1,9580
2007-04-12,11477,11400,2800,1150,-1650,870,1320,450,361,75.6,578.48,9790
2007-04-13,12007,11300,2620,1150,-1470,1020,1290,270,347,87.51,592.31,9040
2007-04-14,13006,10700,2550,1150,-1400,1110,1130,20,346,73.92,571.7,9920
2007-04-15,12503,9970,2550,1050,-1500,1180,1160,-20,349,67.81,524.9,10500
2007-04-16,14018,11400,2550,1050,-1500,1050,1130,80,364,72.24,509.97,9910
2007-04-17,14482,11700,2550,1050,-1500,835,1100,265,358,57.86,513.73,11600
2007-04-18,13514,11500,2910,966,-1944,1010,1270,260,373,65.3,524.05,11000
2007-04-19,12014,11700,2910,1210,-1700,800,1330,530,357,71.5,469.84,9930
2007-04-20,12525,11200,2910,1170,-1740,1080,1350,270,362,63.93,527.44,9470
2007-04-21,12327,10600,2910,1050,-1860,1050,1220,170,375,102.84,526,10300
2007-04-22,11020,10500,2910,832,-2078,1000,988,-12,382,77.8,549.55,9680
2007-04-23,11979,11600,2910,850,-2060,800,1220,420,379,92.95,594.45,9260
2007-04-24,12471,11300,2910,913,-1997,450,1310,860,377,121.4,550.35,9270
2007-04-25,12006,11000,956,1040,84,920,1430,510,369,115.41,497.34,9920
2007-04-26,11011,11100,953,1180,227,1050,1580,530,378,74.02,520.45,8530
2007-04-27,12009,10500,900,1230,330,1200,1530,330,380,71.57,523.17,8670
2007-04-28,12536,9750,1020,1150,130,1150,1430,280,383,85.55,561.67,8920
2007-04-29,12017,8930,1120,1140,20,1230,1240,10,382,81.75,558.93,9570
2007-04-30,12506,10600,1327,1140,-187,1100,1330,230,385,95.5,553.14,9170
2007-05-01,12505,10900,1176,1120,-56,980,1500,520,399,91.2,541,9650
2007-05-02,11987,10800,1660,1150,-510,1100,1500,400,394,90.1,558.8,9360
2007-05-03,12020,10500,1660,1230,-430,1150,1540,390,391,97.5,545.82,8660
2007-05-04,12017,9500,1660,1270,-390,1100,1570,470,387,96.4,548.11,9100
2007-05-05,12497,9330,1660,1260,-400,1300,1570,270,384,95.4,552.45,9160
2007-05-06,11014,8810,1660,1030,-630,1350,1400,50,404,88.16,611.04,9420
2007-05-07,12057,9700,1660,1110,-550,980,1580,600,405,61.22,548.9,8160
2007-05-08,10997,10700,1620,1160,-460,950,1710,760,400,51.08,516.9,8700
2007-05-09,12509,10800,1620,1130,-490,1490,1700,210,393,51.67,538.32,7740
2007-05-10,12530,10000,1410,1200,-210,1000,1710,710,397,51.33,542.39,9540
2007-05-11,12010,9710,1410,1170,-240,1200,1780,580,401,78.62,494.42,8610
2007-05-12,13004,9830,1410,1030,-380,1170,1700,530,410,92.36,505.95,8760
2007-05-13,13985,9330,1410,1020,-390,1230,1730,500,393,91.97,606.5,9560
2007-05-14,13522,10500,1410,1120,-290,1280,1750,470,391,98.19,582.46,10600
2007-05-15,13491,10500,1410,1110,-300,1140,1890,750,390,58.28,567.84,9850
2007-05-16,11992,10300,1410,1130,-280,1150,1970,820,391,92.93,597.21,9580
2007-05-17,9014,10400,1410,1160,-250,1555,1780,225,381,121.6,620.34,8440
2007-05-18,12030,9880,1410,1090,-320,1180,1920,740,384,94.52,578.12,7260
2007-05-19,12496,9090,1410,1110,-300,1330,1850,520,382,80.3,617.1,8500
2007-05-20,11991,8870,1410,1050,-360,1400,1440,40,382,136.4,606.2,9410
2007-05-21,12004,9430,1410,1120,-290,1470,1780,310,379,105.43,607.42,8920
2007-05-22,11502,9830,1410,1130,-280,1240,2010,770,377,83.37,583.6,8430
2007-05-23,10010,9920,1410,1180,-230,1130,1970,840,385,126.43,619.8,7480
2007-05-24,7506,9470,1410,1200,-210,1000,1870,870,382,122,605,7030
2007-05-25,11033,9140,1410,1230,-180,1150,2030,880,376,82.25,558.26,5200
2007-05-26,11013,7630,1410,1240,-170,1150,1820,670,375,81.58,663.8,7630
2007-05-27,10487,6920,1410,1080,-330,1320,1730,410,370,68.48,695.3,8180
2007-05-28,11531,8350,1410,1070,-340,0,1800,1800,368,49.24,659.06,7760
2007-05-29,11988,9360,1550,1110,-440,0,1710,1710,362,70.7,677.3,8150
2007-05-30,11482,9540,1248,1110,-138,900,1980,1080,366,91.28,697.3,8510
2007-05-31,11026,9970,1000,1110,110,1000,2090,1090,370,59,668,7450
2007-06-01,11477,10000,985,1080,95,1300,1840,540,367,71.45,645.3,8210
2007-06-02,12992,9180,1030,1140,110,1325,1960,635,360,67.19,660.2,8630
2007-06-03,13967,7750,1150,1130,-20,1450,1790,340,360,95.82,745.45,9330
2007-06-04,12521,9130,1150,1160,10,1470,1840,370,355,87.98,699.1,10300
2007-06-05,12005,9520,1100,1070,-30,1250,1820,570,363,85.94,674.6,7960
2007-06-06,10529,9400,1200,1080,-120,1450,1780,330,359,81.54,768.9,9190
2007-06-07,8501,9130,1060,1120,60,1400,1790,390,357,66.4,729.3,6560
2007-06-08,9007,8830,1250,1080,-170,1250,1690,440,345,85.11,724.8,6230
2007-06-09,10989,7990,1250,1180,-70,1250,1680,430,349,71.49,769.5,6500
2007-06-10,11986,7010,1160,1220,60,1300,1660,360,337,83.88,631.8,7600
2007-06-11,12479,8620,1050,1210,160,1050,1810,760,337,90.32,653.8,8360
2007-06-12,13333,8930,1020,1240,220,1070,1840,770,331,92.8,648.5,10000
2007-06-13,14531,9390,1140,1160,20,1100,1730,630,346,87.65,591.2,9520
2007-06-14,9016,10200,1260,1250,-10,1410,1820,410,342,60.8,655.7,9430
2007-06-15,12987,10100,1240,1350,110,1380,1770,390,350,102.91,682,7590
2007-06-16,12470,8990,1260,1280,20,1600,1850,250,336,78.03,656.6,8950
2007-06-17,12494,8170,1350,1190,-160,1450,1760,310,341,124.89,619.3,8820
2007-06-18,12503,9750,1350,1260,-90,1230,1780,550,336,104.74,656.2,9170
2007-06-19,12027,10100,1200,1200,0,1200,1650,450,340,67.45,629.5,9290
2007-06-20,12003,9910,1710,1230,-480,1460,1700,240,352,39.72,689.8,8840
2007-06-21,10524,9850,1710,1300,-410,1460,1800,340,354,76.9,694.1,8470
2007-06-22,11485,9410,1710,1200,-510,1100,1770,670,361,79.96,637.2,7590
2007-06-23,11979,9150,1710,1140,-570,1240,1790,550,350,98.7,604,8160
2007-06-24,13001,8400,1710,1170,-540,1380,1860,480,335,124.54,617.5,8800
2007-06-25,13695,10200,1710,1180,-530,1300,1900,600,341,76.3,668.1,9420
2007-06-26,13233,10300,1710,1190,-520,980,1870,890,342,56.43,628,10600
2007-06-27,13975,10200,1710,1150,-560,1300,1880,580,343,87.47,630,9120
2007-06-28,11523,10600,1710,1200,-510,1300,1910,610,345,106.6,658.3,10900
2007-06-29,11976,10200,1710,1010,-700,1150,1920,770,356,92.8,627.2,7520
2007-06-30,14512,9740,1710,1080,-630,1440,1850,410,347,88.5,603.5,9740
2007-07-01,12023,8650,1710,1090,-620,1480,1690,210,326,56.28,592.3,11200
2007-07-02,12768,10200,1710,1200,-510,1150,1800,650,332,106.33,640.4,7930
2007-07-03,13481,10200,1710,1240,-470,1200,1810,610,332,107.48,720.4,9420
2007-07-04,13455,9950,1710,1140,-570,1310,1850,540,338,73.4,685.5,10600
2007-07-05,9967,10200,1710,1190,-520,1325,1920,595,349,76.3,681.2,8590
2007-07-06,12939,10600,1710,1300,-410,1350,1890,540,351,54.33,518,8070
2007-07-07,13988,9630,1710,1280,-430,1380,1810,430,345,38.73,668.1,9770
2007-07-08,13993,9240,1710,1160,-550,1400,1780,380,349,101.5,717.5,10300
2007-07-09,13498,10300,1710,1210,-500,1300,1980,680,345,35.26,688.8,10700
2007-07-10,13465,10100,1710,1200,-510,1450,2000,550,334,63.24,677.8,9800
2007-07-11,12457,10100,1750,1110,-640,1450,1990,540,347,61.39,721.5,9480
2007-07-12,10514,10500,1750,1260,-490,1500,2000,500,348,66.14,723.2,8860
2007-07-13,13493,10400,1750,1280,-470,1500,1950,450,343,54.36,745.1,8260
2007-07-14,11496,9820,1750,1170,-580,1480,1860,380,343,37.72,750,9180
2007-07-15,12483,9240,1750,1090,-660,1470,1770,300,361,104.41,759.1,8460
2007-07-16,13004,9750,1750,1130,-620,1440,1840,400,353,41.37,718,9470
2007-07-17,13778,9820,1750,1210,-540,1510,1900,390,346,36.45,770.1,9340
2007-07-18,12979,10300,2000,1220,-780,1650,1950,300,355,41.9,776.2,10400
2007-07-19,12481,10500,2000,1270,-730,1650,1920,270,353,43.42,755.7,8700
